"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns","432556.008","4586411.715","432464.058","4586210.741","2.191765","41.424619","BUS -34-126-V31--",9,61,"Sant Andreu","la Sagrera",,
"K014","Transports i serveis relacionats","Autobusos diürns","431717.238","4590399.681","431625.297","4590198.671","2.181277","41.460466","BUS -80-81--",8,54,"Nou Barris","Torre Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","430109.798","4587035.425","430017.871","4586834.446","2.162422","41.430027","BUS -185--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","431675.499","4589925.503","431583.558","4589724.497","2.180831","41.456192","BUS -80-81--",8,54,"Nou Barris","Torre Baró",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431941.005","4589251.31","431849.062","4589050.31","2.184086","41.450142","NITBUS -N1--",8,53,"Nou Barris","la Trinitat Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","431193.993","4588865.008","431102.056","4588664.012","2.175188","41.446599","BUS -127--",8,50,"Nou Barris","les Roquetes",,
"K014","Transports i serveis relacionats","Autobusos diürns","431978.992","4588336.504","431887.048","4588135.513","2.184644","41.441906","BUS -132--",8,52,"Nou Barris","la Prosperitat",,
"K014","Transports i serveis relacionats","Autobusos diürns","432403.995","4589007.689","432312.047","4588806.691","2.189656","41.447987","BUS -11--",9,57,"Sant Andreu","la Trinitat Vella",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427172.009","4581013.447","427080.107","4580812.525","2.12799","41.375529","NITBUS -N14-N2-N28--",3,17,"Sants-Montjuïc","Sants - Badal",,
"K014","Transports i serveis relacionats","Autobusos diürns","429859.997","4584397.527","429768.071","4584196.573","2.159738","41.406247","BUS -114--",6,31,"Gràcia","la Vila de Gràcia",,
"K014","Transports i serveis relacionats","Autobusos diürns","430451.008","4580587.044","430359.076","4580386.125","2.167247","41.371979","BUS -121--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K015","Transports i serveis relacionats","Autobusos nocturns","434234.907","4586081.325","434142.941","4585880.354","2.211892","41.421783","NITBUS -N2--",,,,,,
"K014","Transports i serveis relacionats","Autobusos diürns","430992.388","4585754.071","430900.452","4585553.104","2.17313","41.418563","BUS -117--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","426454.989","4583521.898","426363.094","4583320.953","2.119112","41.398056","BUS -V3--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","427713.007","4583489.563","427621.101","4583288.618","2.134163","41.397879","BUS -68--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","424600.994","4586846.756","424509.117","4586645.781","2.096521","41.427829","BUS -128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430256.821","4583098.134","430164.891","4582897.192","2.164635","41.394579","NITBUS -N7--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","428153.001","4585703.914","428061.091","4585502.948","2.139163","41.417862","BUS -119-123-124--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K014","Transports i serveis relacionats","Autobusos diürns","424062.295","4586602.411","423970.423","4586401.438","2.090106","41.425578","BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430733.087","4580683.618","430641.152","4580482.698","2.170608","41.372873","BUS -121--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","424625.758","4585910.753","424533.881","4585709.786","2.096935","41.419402","BUS -118-128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430618.008","4586383.764","430526.076","4586182.791","2.168578","41.424202","BUS -39-117--",7,36,"Horta-Guinardó","la Font d'en Fargues",,
"K014","Transports i serveis relacionats","Autobusos diürns","432427.562","4588914.232","432335.614","4588713.235","2.189948","41.447147","BUS -11-60-62-76-127--",9,57,"Sant Andreu","la Trinitat Vella",,
"K014","Transports i serveis relacionats","Autobusos diürns","430190.034","4587398.062","430098.106","4587197.08","2.16334","41.4333","BUS -V27--",8,46,"Nou Barris","el Turó de la Peira",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432531.169","4582672.928","432439.218","4582471.989","2.191886","41.390943","NITBUS -N0--",10,67,"Sant Martí","la Vila Olímpica del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","432144.172","4581462.172","432052.224","4581261.244","2.187393","41.380006","BUS -39-45-59-D20-V15--",1,3,"Ciutat Vella","la Barceloneta",,
"K014","Transports i serveis relacionats","Autobusos diürns","431122.316","4588577.657","431030.38","4588376.664","2.174362","41.444005","BUS -11-81-D40-V29--",8,51,"Nou Barris","Verdun",,
"K014","Transports i serveis relacionats","Autobusos diürns","425802.443","4581080.674","425710.554","4580879.752","2.111606","41.376009","BUS -157--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","429780.836","4588118.065","429688.912","4587917.076","2.158359","41.439749","BUS -27-60-76-185-B19-H4--",7,43,"Horta-Guinardó","Horta",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427890.882","4581002.263","427798.973","4580801.341","2.136587","41.375493","NITBUS -N14-N2-N28--",3,18,"Sants-Montjuïc","Sants",,
"K014","Transports i serveis relacionats","Autobusos diürns","431630.993","4585372.839","431539.051","4585171.875","2.180814","41.415184","BUS -19-45-47-50-51-191--",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428869.013","4583809.624","428777.096","4583608.676","2.147953","41.400865","NITBUS -N5--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431250.994","4586415.908","431159.056","4586214.935","2.176149","41.424546","NITBUS -N6--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","426080.294","4576093.775","425988.401","4575892.899","2.115537","41.33112","BUS -109--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","429248.885","4586461.001","429156.965","4586260.028","2.152186","41.424778","BUS -19-87--",7,37,"Horta-Guinardó","el Carmel",,
"K014","Transports i serveis relacionats","Autobusos diürns","427855.144","4586726.278","427763.237","4586525.303","2.135477","41.427043","BUS -185--",7,39,"Horta-Guinardó","Sant Genís dels Agudells",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427048.001","4583052.559","426956.101","4582851.618","2.126262","41.393883","NITBUS -N7--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","430343.319","4583845.965","430251.389","4583645.016","2.165584","41.401322","BUS -45-47--",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","430278.001","4584008.875","430186.071","4583807.924","2.164784","41.402783","BUS -45-47-H8--",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","427674.84","4583473.397","427582.934","4583272.452","2.133709","41.39773","BUS -68--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","433289.516","4585218.831","433197.559","4585017.868","2.200675","41.413937","BUS -H12--",10,72,"Sant Martí","Sant Martí de Provençals",,
"K014","Transports i serveis relacionats","Autobusos diürns","427581.307","4582121.557","427489.402","4581920.625","2.132752","41.385546","BUS -59-H8--",4,19,"Les Corts","les Corts",,
"K014","Transports i serveis relacionats","Autobusos diürns","432006.662","4586730.621","431914.717","4586529.645","2.185156","41.427445","BUS -62-96-V29--",9,61,"Sant Andreu","la Sagrera",,
"K014","Transports i serveis relacionats","Autobusos diürns","428336.997","4586977.06","428245.086","4586776.082","2.141213","41.429345","BUS -V21--",7,40,"Horta-Guinardó","Montbau",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429592.002","4582545.369","429500.078","4582344.432","2.156748","41.389542","NITBUS -N7--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","429031.895","4582724.877","428939.976","4582523.939","2.150028","41.39111","BUS -54-66-67-68--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","430056.211","4582536.573","429964.283","4582335.636","2.162301","41.389504","BUS -7-63-67-V15--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428556.575","4580977.926","428464.66","4580777.004","2.14455","41.375334","NITBUS -N14-N2-N28--",3,15,"Sants-Montjuïc","Hostafrancs",,
"K014","Transports i serveis relacionats","Autobusos diürns","427930.005","4584870.512","427838.097","4584669.554","2.136594","41.410336","BUS -123--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","426461.084","4586127.966","426369.19","4585926.997","2.118868","41.421528","BUS -111--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","424073.99","4586871.483","423982.118","4586670.508","2.090212","41.428002","BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K015","Transports i serveis relacionats","Autobusos nocturns","426696.053","4576301.436","426604.154","4576100.558","2.122869","41.333047","NITBUS -N1--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","433566.996","4587683.077","433475.037","4587482.091","2.203723","41.436154","BUS -11-60-B23-H4--",9,59,"Sant Andreu","el Bon Pastor",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428802.36","4584672.701","428710.444","4584471.745","2.147054","41.408632","NITBUS -N4--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430685.409","4588038.889","430593.477","4587837.901","2.169195","41.439115","NITBUS -N6--",8,48,"Nou Barris","la Guineueta",,
"K014","Transports i serveis relacionats","Autobusos diürns","429662.15","4578749.363","429570.224","4578548.461","2.158028","41.355359","BUS -107--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","427054.99","4583344.39","426963.09","4583143.446","2.12631","41.396512","BUS -V7--",5,24,"Sarrià-Sant Gervasi","les Tres Torres",,
"K014","Transports i serveis relacionats","Autobusos diürns","434038.991","4584029.771","433947.027","4583828.819","2.209771","41.403289","BUS -V27-V31--",10,69,"Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","430254.361","4583758.663","430162.431","4583557.715","2.16453","41.400528","BUS -H8--",6,31,"Gràcia","la Vila de Gràcia",,
"K014","Transports i serveis relacionats","Autobusos diürns","425581.997","4584175.97","425490.111","4583975.019","2.10859","41.403867","BUS -130--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","427966.745","4584846.527","427874.837","4584645.569","2.137037","41.410123","BUS -V13--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","432130.768","4588098.223","432038.822","4587897.234","2.186487","41.439773","BUS -B19-H4--",9,60,"Sant Andreu","Sant Andreu",,
"K014","Transports i serveis relacionats","Autobusos diürns","427642.012","4585063.585","427550.107","4584862.625","2.133126","41.412049","BUS -123--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","431335.01","4590385.9","431243.072","4590184.89","2.176702","41.460309","BUS -51-83--",8,55,"Nou Barris","Ciutat Meridiana",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432027.245","4584724.532","431935.299","4584523.574","2.185628","41.409379","NITBUS -N9--",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","424953.005","4587016.857","424861.125","4586815.88","2.100713","41.429394","BUS -128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","427495.1","4585719.533","427403.196","4585518.567","2.131289","41.417944","BUS -124--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","431870.996","4589035.571","431779.053","4588834.573","2.183272","41.448193","BUS -50-51-80-81--",8,53,"Nou Barris","la Trinitat Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","429549.266","4584642.638","429457.343","4584441.682","2.155993","41.408428","BUS -116--",6,31,"Gràcia","la Vila de Gràcia",,
"K014","Transports i serveis relacionats","Autobusos diürns","430487.022","4585446.855","430395.091","4585245.891","2.167119","41.415753","BUS -114--",7,35,"Horta-Guinardó","el Guinardó",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427751.968","4583192.908","427660.061","4582991.966","2.134665","41.395211","NITBUS -N0--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433201.548","4588621.012","433109.593","4588420.018","2.199246","41.444571","NITBUS -N8--",9,58,"Sant Andreu","Baró de Viver",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429603.466","4582429.406","429511.542","4582228.47","2.156899","41.388499","NITBUS -N3-N8--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428491.68","4583557.324","428399.767","4583356.378","2.143469","41.398559","NITBUS -N8--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","428445.006","4579765.873","428353.092","4579564.962","2.143359","41.364407","BUS -13-125--",3,13,"Sants-Montjuïc","la Marina de Port",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433245.149","4588295.792","433153.193","4588094.801","2.199804","41.441646","NITBUS -N8--",9,59,"Sant Andreu","el Bon Pastor",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428552.637","4582780.093","428460.723","4582579.154","2.14429","41.391564","NITBUS -N12--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","431886.69","4587388.784","431794.746","4587187.802","2.183646","41.433363","BUS -62-96-126--",9,60,"Sant Andreu","Sant Andreu",,
"K014","Transports i serveis relacionats","Autobusos diürns","432627.001","4581517.318","432535.049","4581316.39","2.19316","41.380543","BUS -45-59-D20--",1,3,"Ciutat Vella","la Barceloneta",,
"K014","Transports i serveis relacionats","Autobusos diürns","430193.645","4582158.911","430101.716","4581957.977","2.163988","41.386114","BUS -50-54-59-66-L94-L95-H12-V13--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","431539.588","4585387.141","431447.647","4585186.177","2.179719","41.415305","BUS -19-45-47-50-51-117-192-H8-191--",7,35,"Horta-Guinardó","el Guinardó",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427006.269","4582717.905","426914.369","4582516.967","2.125803","41.390865","NITBUS -N7--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430451.478","4580911.556","430359.546","4580710.634","2.167215","41.374902","BUS -21-D20-H14-88-V11--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","427119.866","4581725.946","427027.965","4581525.017","2.127281","41.381942","BUS -75-L12-H8--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K015","Transports i serveis relacionats","Autobusos nocturns","425841.242","4583961.318","425749.353","4583760.369","2.111717","41.401957","NITBUS -N8--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","428565.834","4582277.025","428473.92","4582076.091","2.144507","41.387035","BUS -54-66--",2,9,"Eixample","la Nova Esquerra de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429050.34","4580929.948","428958.421","4580729.026","2.150459","41.374945","NITBUS -N0--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429669.904","4582561.104","429577.979","4582360.167","2.157678","41.389691","NITBUS -N3-N8--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","428871.871","4585696.842","428779.955","4585495.876","2.147765","41.417863","BUS -92-129-V17--",6,29,"Gràcia","el Coll",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431047.615","4588903.244","430955.68","4588702.248","2.173431","41.446931","NITBUS -N6--",8,50,"Nou Barris","les Roquetes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430508.125","4582599.077","430416.193","4582398.139","2.167699","41.390106","BUS -7-22-24-V15--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","434064.041","4584429.374","433972.077","4584228.418","2.210027","41.40689","BUS -B20-V31-136--",10,69,"Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",,
"K015","Transports i serveis relacionats","Autobusos nocturns","426823.001","4583846.041","426731.103","4583645.093","2.123475","41.401009","NITBUS -N8--",5,24,"Sarrià-Sant Gervasi","les Tres Torres",,
"K014","Transports i serveis relacionats","Autobusos diürns","431833.004","4582523.018","431741.06","4582322.081","2.183552","41.389534","BUS -39-51-H16--",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",,
"K014","Transports i serveis relacionats","Autobusos diürns","425801","4582052.523","425709.111","4581851.592","2.11147","41.384762","BUS -7--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","427828.007","4581727.91","427736.099","4581526.981","2.135749","41.382023","BUS -H10--",4,19,"Les Corts","les Corts",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431155.902","4584808.714","431063.964","4584607.756","2.175194","41.410063","NITBUS -N1-N4--",2,6,"Eixample","la Sagrada Família",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430508.125","4582599.077","430416.193","4582398.139","2.167699","41.390106","NITBUS -N4-N5-N6-N7--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","431098.985","4583186.935","431007.047","4582985.992","2.174698","41.395451","BUS -6-19-50-51-55--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","432811.988","4586801.821","432720.036","4586600.844","2.194785","41.428154","BUS -11-34-126-H8-V31--",9,60,"Sant Andreu","Sant Andreu",,
"K014","Transports i serveis relacionats","Autobusos diürns","427493.667","4582566.183","427401.763","4582365.246","2.13165","41.389543","BUS -7-33-63-67-78-L14-L79--",4,19,"Les Corts","les Corts",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427257.929","4582446.343","427166.027","4582245.408","2.128845","41.388442","NITBUS -N12--",4,19,"Les Corts","les Corts",,
"K014","Transports i serveis relacionats","Autobusos diürns","428715.328","4581721.713","428623.412","4581520.784","2.14636","41.382047","BUS -109-H10--",2,9,"Eixample","la Nova Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","428908.502","4581019.265","428816.584","4580818.342","2.148753","41.375737","BUS -V7--",3,15,"Sants-Montjuïc","Hostafrancs",,
"K015","Transports i serveis relacionats","Autobusos nocturns","434064.041","4584429.374","433972.077","4584228.418","2.210027","41.40689","NITBUS -N6--",10,69,"Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","425573.395","4582313.848","425481.508","4582112.914","2.108716","41.387095","BUS -75-EP1-JM-H4--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","432498.992","4586238.485","432407.042","4586037.513","2.191103","41.423054","BUS -34-126-H8-V29--",9,61,"Sant Andreu","la Sagrera",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432135.395","4586137.184","432043.449","4585936.213","2.186763","41.422111","NITBUS -N3--",9,61,"Sant Andreu","la Sagrera",,
"K014","Transports i serveis relacionats","Autobusos diürns","426649.009","4582292.254","426557.112","4582091.32","2.121582","41.386999","BUS -7-33-L97-H6--",4,21,"Les Corts","Pedralbes",,
"K015","Transports i serveis relacionats","Autobusos nocturns","434464.515","4585341.965","434372.547","4585141.001","2.214719","41.415143","NITBUS -N6--",10,70,"Sant Martí","el Besòs i el Maresme",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430965.004","4588751.056","430873.069","4588550.061","2.17246","41.445553","NITBUS -N6--",8,50,"Nou Barris","les Roquetes",,
"K014","Transports i serveis relacionats","Autobusos diürns","431815.993","4583745.614","431724.049","4583544.665","2.183211","41.400544","BUS -7-H12--",2,5,"Eixample","el Fort Pienc",,
"K014","Transports i serveis relacionats","Autobusos diürns","426499.763","4586051.156","426407.869","4585850.187","2.11934","41.42084","BUS -111--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","428135.346","4584357.463","428043.436","4584156.51","2.139112","41.405734","BUS -V15--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","427230.172","4583476.162","427138.27","4583275.217","2.12839","41.397715","BUS -68--",5,24,"Sarrià-Sant Gervasi","les Tres Torres",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427772.277","4583745.86","427680.37","4583544.912","2.134842","41.400193","NITBUS -N0--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428065.095","4585324.999","427973.186","4585124.037","2.138156","41.414442","NITBUS -N4--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K014","Transports i serveis relacionats","Autobusos diürns","429490.235","4579029.908","429398.311","4578829.004","2.15594","41.357871","BUS -107--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430173.569","4581821.542","430081.64","4581620.612","2.163787","41.383074","NITBUS -N6--",1,1,"Ciutat Vella","el Raval",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428718.614","4587195.067","428626.7","4586994.087","2.145754","41.431343","NITBUS -N4--",7,41,"Horta-Guinardó","la Vall d'Hebron",,
"K014","Transports i serveis relacionats","Autobusos diürns","428539.905","4586025.461","428447.992","4585824.492","2.143754","41.420793","BUS -19-119--",7,38,"Horta-Guinardó","la Teixonera",,
"K014","Transports i serveis relacionats","Autobusos diürns","426656.002","4582419.536","426564.105","4582218.601","2.12165","41.388146","BUS -63-78-V5--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430514.593","4588306.149","430422.662","4588105.158","2.167119","41.441507","BUS -60-127--",8,48,"Nou Barris","la Guineueta",,
"K014","Transports i serveis relacionats","Autobusos diürns","430227.008","4580912.851","430135.078","4580711.929","2.164531","41.374894","BUS -D20-V11--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","429792.565","4581852.741","429700.639","4581651.81","2.159227","41.383322","BUS -59-V11--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428831.914","4582834.994","428739.997","4582634.055","2.147624","41.392084","NITBUS -N7--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","428219.971","4582765.89","428128.06","4582564.951","2.140313","41.391407","BUS -6-7-33-34-63-67--",4,19,"Les Corts","les Corts",,
"K014","Transports i serveis relacionats","Autobusos diürns","426291.993","4575414.198","426200.098","4575213.328","2.118149","41.325019","BUS -109--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","430931.571","4588572.313","430839.637","4588371.32","2.17208","41.443941","BUS -11-60-127--",8,50,"Nou Barris","les Roquetes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430775.204","4588438.389","430683.271","4588237.397","2.170224","41.442721","BUS -60-127--",8,48,"Nou Barris","la Guineueta",,
"K014","Transports i serveis relacionats","Autobusos diürns","430897.32","4588877.024","430805.386","4588676.028","2.171635","41.446682","BUS -27--",8,50,"Nou Barris","les Roquetes",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430827.897","4588624.829","430735.964","4588423.835","2.170833","41.444405","NITBUS -N6--",8,49,"Nou Barris","Canyelles",,
"K014","Transports i serveis relacionats","Autobusos diürns","428482.008","4586704.36","428390.096","4586503.385","2.142981","41.426902","BUS -119-185-V15--",7,40,"Horta-Guinardó","Montbau",,
"K014","Transports i serveis relacionats","Autobusos diürns","430533.012","4583023.36","430441.08","4582822.418","2.167947","41.393929","BUS -39-45-47-B24-V17--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","429339.781","4583032.186","429247.86","4582831.245","2.153675","41.393905","BUS -67--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","431330.003","4583164.53","431238.063","4582963.587","2.177464","41.395269","BUS -54--",2,5,"Eixample","el Fort Pienc",,
"K014","Transports i serveis relacionats","Autobusos diürns","433948.438","4587718.245","433856.476","4587517.259","2.208285","41.436502","BUS -11-42--",9,59,"Sant Andreu","el Bon Pastor",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430916.642","4586639.787","430824.707","4586438.812","2.172122","41.426534","NITBUS -N4--",7,36,"Horta-Guinardó","la Font d'en Fargues",,
"K014","Transports i serveis relacionats","Autobusos diürns","430006.534","4580257.07","429914.606","4580056.154","2.16197","41.368969","BUS -55-150--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431965.645","4584497.453","431873.7","4584296.497","2.184917","41.407328","NITBUS -N3--",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","427975.854","4582016.706","427883.945","4581815.774","2.137483","41.384637","BUS -59-66-78-H8--",4,19,"Les Corts","les Corts",,
"K014","Transports i serveis relacionats","Autobusos diürns","428963.009","4584670.537","428871.092","4584469.581","2.148976","41.408627","BUS -27-87--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K014","Transports i serveis relacionats","Autobusos diürns","431427.157","4582728.509","431335.216","4582527.57","2.178675","41.39135","BUS -19-39-55-B25-B20-H16--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","432647","4583622.912","432555.048","4583421.964","2.193165","41.399509","BUS -6--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","433128.988","4582910.85","433037.032","4582709.909","2.199009","41.393136","BUS -59-92-H16-V27--",10,67,"Sant Martí","la Vila Olímpica del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","433500.299","4588511.273","433408.341","4588310.28","2.202834","41.443608","BUS -11-42-60--",9,59,"Sant Andreu","el Bon Pastor",,
