"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K015","Transports i serveis relacionats","Autobusos nocturns","432123.063","4584948.686","432031.117","4584747.726","2.186749","41.411406","NITBUS -N3--",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430137.034","4582964.421","430045.105","4582763.48","2.163218","41.393364","NITBUS -N4-N6--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","426302.987","4584182.195","426211.094","4583981.244","2.117213","41.403989","BUS -60-66-130-V7--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431641.006","4588950.919","431549.065","4588749.922","2.180529","41.447411","NITBUS -N1-N6--",8,53,"Nou Barris","la Trinitat Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","432861.998","4582005.216","432770.044","4581804.283","2.195916","41.384957","BUS -V21--",1,3,"Ciutat Vella","la Barceloneta",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433565.524","4588037.712","433473.565","4587836.723","2.203667","41.439348","NITBUS -N8--",9,59,"Sant Andreu","el Bon Pastor",,
"K014","Transports i serveis relacionats","Autobusos diürns","428847.219","4582547.378","428755.302","4582346.441","2.147841","41.389495","BUS -54-66--",2,9,"Eixample","la Nova Esquerra de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431312.708","4582039.659","431220.768","4581838.726","2.177385","41.385136","NITBUS -N8-N28--",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",,
"K015","Transports i serveis relacionats","Autobusos nocturns","427570.001","4575915.61","427478.094","4575714.735","2.133358","41.329651","NITBUS -N1--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","427170.82","4584114.626","427078.919","4583913.675","2.127603","41.40346","BUS -75-H4--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","429591.986","4581380.996","429500.062","4581180.07","2.156883","41.379055","BUS -L94-L95--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","434053.014","4586160.294","433961.05","4585959.322","2.209706","41.422479","BUS -60--",10,73,"Sant Martí","la Verneda i la Pau",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428691.996","4587278.883","428600.082","4587077.902","2.145426","41.432095","NITBUS -N4--",7,40,"Horta-Guinardó","Montbau",,
"K014","Transports i serveis relacionats","Autobusos diürns","430315.998","4585832.738","430224.068","4585631.77","2.165028","41.419213","BUS -119--",7,34,"Horta-Guinardó","Can Baró",,
"K014","Transports i serveis relacionats","Autobusos diürns","430268.991","4587210.083","430177.062","4587009.103","2.164306","41.431614","BUS -122--",8,46,"Nou Barris","el Turó de la Peira",,
"K014","Transports i serveis relacionats","Autobusos diürns","433452.997","4586859.73","433361.039","4586658.752","2.20245","41.428729","BUS -33-V31-136--",10,73,"Sant Martí","la Verneda i la Pau",,
"K014","Transports i serveis relacionats","Autobusos diürns","433136.009","4586848.889","433044.054","4586647.911","2.198657","41.428605","BUS -33-V31-136--",10,73,"Sant Martí","la Verneda i la Pau",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429043.034","4584027.105","428951.116","4583826.154","2.150009","41.402839","NITBUS -N4--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K014","Transports i serveis relacionats","Autobusos diürns","434239.191","4585938.936","434147.225","4585737.966","2.211958","41.420501","BUS -B23-B25-143--",10,70,"Sant Martí","el Besòs i el Maresme",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431563.007","4590484.106","431471.067","4590283.095","2.179421","41.461213","NITBUS -N3--",8,55,"Nou Barris","Ciutat Meridiana",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431386.996","4590652.213","431295.058","4590451.2","2.177295","41.462712","NITBUS -N3--",8,55,"Nou Barris","Ciutat Meridiana",,
"K014","Transports i serveis relacionats","Autobusos diürns","432339.698","4589206.107","432247.751","4589005.108","2.188864","41.449769","BUS -96-97-104--",9,57,"Sant Andreu","la Trinitat Vella",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432414","4588694.157","432322.052","4588493.162","2.189811","41.445164","NITBUS -N3--",9,60,"Sant Andreu","Sant Andreu",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431459.003","4590748.459","431367.064","4590547.446","2.178146","41.463585","NITBUS -N3--",8,55,"Nou Barris","Ciutat Meridiana",,
"K014","Transports i serveis relacionats","Autobusos diürns","426475.179","4583994.634","426383.284","4583793.685","2.119296","41.402316","BUS -66-130--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","432518.194","4585998.146","432426.244","4585797.176","2.191359","41.420891","BUS -34--",9,61,"Sant Andreu","la Sagrera",,
"K014","Transports i serveis relacionats","Autobusos diürns","425726.003","4585517.595","425634.116","4585316.632","2.110147","41.415963","BUS -111--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","427808.988","4575862.486","427717.079","4575661.612","2.13622","41.329194","BUS -21-109--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K015","Transports i serveis relacionats","Autobusos nocturns","426916.698","4575397.715","426824.797","4575196.845","2.125615","41.324928","NITBUS -N1--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","428877.006","4577823.925","428785.087","4577623.032","2.148751","41.346955","BUS -21--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","427139.245","4581365.215","427047.343","4581164.29","2.127556","41.378694","BUS -54-H10--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","429783.634","4584550.246","429691.709","4584349.29","2.158807","41.407616","BUS -116--",6,31,"Gràcia","la Vila de Gràcia",,
"K014","Transports i serveis relacionats","Autobusos diürns","430725.085","4586049.945","430633.152","4585848.975","2.169898","41.421205","BUS -117--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","430790.998","4585895.125","430699.064","4585694.157","2.170704","41.419816","BUS -117--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","425202.701","4582531.995","425110.818","4582331.059","2.104256","41.389025","BUS -113--",4,21,"Les Corts","Pedralbes",,
"K014","Transports i serveis relacionats","Autobusos diürns","429995.034","4585561.881","429903.107","4585360.916","2.161219","41.416746","BUS -114--",7,34,"Horta-Guinardó","Can Baró",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430112.64","4585056.58","430020.712","4584855.62","2.162685","41.412205","NITBUS -N0--",7,33,"Horta-Guinardó","el Baix Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","431394.391","4587258.341","431302.452","4587057.36","2.177769","41.432146","BUS -11-132--",8,45,"Nou Barris","Porta",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432554.245","4586732.095","432462.295","4586531.118","2.191709","41.427505","NITBUS -N9--",9,61,"Sant Andreu","la Sagrera",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430571.699","4584237.3","430479.767","4584036.347","2.168271","41.404866","NITBUS -N4--",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","432220.692","4581202.246","432128.744","4581001.321","2.188337","41.377671","BUS -39-V15--",1,3,"Ciutat Vella","la Barceloneta",,
"K014","Transports i serveis relacionats","Autobusos diürns","433354.003","4586480.477","433262.046","4586279.502","2.201307","41.425305","BUS -33-B24-V31-136--",10,73,"Sant Martí","la Verneda i la Pau",,
"K014","Transports i serveis relacionats","Autobusos diürns","431138.413","4588092.477","431046.477","4587891.488","2.174611","41.439637","BUS -11-D40-V29--",8,51,"Nou Barris","Verdun",,
"K014","Transports i serveis relacionats","Autobusos diürns","429512.041","4586323.555","429420.119","4586122.583","2.155351","41.423564","BUS -119--",7,37,"Horta-Guinardó","el Carmel",,
"K014","Transports i serveis relacionats","Autobusos diürns","429691.002","4585931.946","429599.078","4585730.978","2.157538","41.420052","BUS -119-86--",7,37,"Horta-Guinardó","el Carmel",,
"K014","Transports i serveis relacionats","Autobusos diürns","429975","4581196.745","429883.072","4580995.82","2.161485","41.377429","BUS -120--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","430165.407","4581517.239","430073.478","4581316.311","2.163725","41.380332","BUS -120--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","430397.009","4581534.646","430305.077","4581333.718","2.166492","41.380509","BUS -120--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","430945.997","4581101.924","430854.06","4580901","2.173106","41.376659","BUS -120--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","431090.28","4581076.947","430998.342","4580876.023","2.174834","41.376447","BUS -120--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","430586.795","4581634.536","430494.862","4581433.607","2.16875","41.381425","BUS -120--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","424180.985","4586786.751","424089.112","4586585.776","2.091503","41.427249","BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","424471.219","4585747.824","424379.343","4585546.859","2.095106","41.41792","BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","424285.336","4586792.707","424193.462","4586591.732","2.092751","41.427313","BUS -128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","433951.407","4586449.65","433859.444","4586248.676","2.208459","41.425077","BUS -H10-143--",10,73,"Sant Martí","la Verneda i la Pau",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431479.994","4586196.003","431388.054","4585995.032","2.178914","41.422585","NITBUS -N1-N4--",9,62,"Sant Andreu","el Congrés i els Indians",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428530.004","4578421.793","428438.089","4578220.895","2.144534","41.352309","NITBUS -N1--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","429064.002","4583080.919","428972.083","4582879.977","2.150371","41.394319","BUS -6-7-33-34-H8--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","429077.002","4583067.134","428985.083","4582866.192","2.150528","41.394196","BUS -6-7-33-34-H8--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433789.008","4584161.405","433697.046","4583960.452","2.206766","41.404454","NITBUS -N6--",10,68,"Sant Martí","el Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","424106.762","4586431.295","424014.89","4586230.324","2.090659","41.424041","BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","427974.46","4577484.642","427882.55","4577283.752","2.138005","41.343819","BUS -23--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430420.382","4588325.614","430328.452","4588124.623","2.16599","41.441674","NITBUS -N4-N6--",8,49,"Nou Barris","Canyelles",,
"K014","Transports i serveis relacionats","Autobusos diürns","430727.457","4588470.25","430635.524","4588269.258","2.169648","41.443004","BUS -27-47-60-127-V27--",8,49,"Nou Barris","Canyelles",,
"K014","Transports i serveis relacionats","Autobusos diürns","427474.013","4583490.845","427382.109","4583289.9","2.131304","41.397869","BUS -68--",5,24,"Sarrià-Sant Gervasi","les Tres Torres",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428274.196","4578885.886","428182.283","4578684.983","2.141421","41.356466","NITBUS -N1--",3,13,"Sants-Montjuïc","la Marina de Port",,
"K014","Transports i serveis relacionats","Autobusos diürns","429511.581","4580212.543","429419.657","4580011.628","2.156058","41.368524","BUS -55--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","430964.343","4586770.427","430872.408","4586569.451","2.172678","41.427715","BUS -122--",8,44,"Nou Barris","Vilapicina i la Torre Llobeta",,
"K014","Transports i serveis relacionats","Autobusos diürns","429616.003","4583786.565","429524.079","4583585.617","2.156891","41.400723","BUS -114--",6,31,"Gràcia","la Vila de Gràcia",,
"K014","Transports i serveis relacionats","Autobusos diürns","430050.992","4584141.084","429959.064","4583940.132","2.162053","41.403954","BUS -114--",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","427566.001","4579206.359","427474.095","4579005.454","2.132917","41.359289","BUS -79-125--",,,,,,
"K014","Transports i serveis relacionats","Autobusos diürns","429057.993","4584343.396","428966.075","4584142.443","2.150151","41.405689","BUS -27-D40--",6,31,"Gràcia","la Vila de Gràcia",,
"K014","Transports i serveis relacionats","Autobusos diürns","428802.36","4584672.701","428710.444","4584471.745","2.147054","41.408632","BUS -22-V17--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K014","Transports i serveis relacionats","Autobusos diürns","428763.473","4584344.538","428671.557","4584143.585","2.146627","41.405673","BUS -H6--",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K014","Transports i serveis relacionats","Autobusos diürns","433787.739","4584288.529","433695.777","4584087.575","2.206737","41.405599","BUS -B25-V27--",10,69,"Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","434689.209","4585112.838","434597.239","4584911.876","2.217432","41.413097","BUS -B23-143--",10,70,"Sant Martí","el Besòs i el Maresme",,
"K014","Transports i serveis relacionats","Autobusos diürns","429170.217","4585957.066","429078.298","4585756.098","2.151304","41.420233","BUS -92-87-V17--",7,37,"Horta-Guinardó","el Carmel",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430723.819","4580925.499","430631.884","4580724.577","2.17047","41.375051","NITBUS -N0-N6--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","432129.364","4585503.475","432037.418","4585302.51","2.186762","41.416403","BUS -62--",9,63,"Sant Andreu","Navas",,
"K014","Transports i serveis relacionats","Autobusos diürns","429379.001","4585093.819","429287.08","4584892.858","2.153903","41.412476","BUS -116--",6,30,"Gràcia","la Salut",,
"K014","Transports i serveis relacionats","Autobusos diürns","431250.994","4580894.726","431159.054","4580693.804","2.176777","41.374819","BUS -D20-H14--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","427778","4583557.309","427686.093","4583356.363","2.134932","41.398495","BUS -70--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","431964.877","4586718.13","431872.933","4586517.154","2.184657","41.427329","BUS -62-96-V29--",9,61,"Sant Andreu","la Sagrera",,
"K014","Transports i serveis relacionats","Autobusos diürns","427289.141","4586843.18","427197.24","4586642.204","2.12869","41.428045","BUS -185--",7,39,"Horta-Guinardó","Sant Genís dels Agudells",,
